"Il","Ilce","ToplamSandik","ToplamSecmen","KullanilanOy","GecerliOy","Turnout","GecerliOy.Orani","Oy.SP","Parti.Oran.SP","Oy.BTP","Parti.Oran.BTP","Oy.TKP","Parti.Oran.TKP","Oy.VP","Parti.Oran.VP","Oy.BBP","Parti.Oran.BBP","Oy.CHP","Parti.Oran.CHP","Oy.AKP","Parti.Oran.AKP","Oy.DP","Parti.Oran.DP","Oy.DSP","Parti.Oran.DSP","Oy.Bagimsiz","Parti.Oran.Bagimsiz","Oy.MHP","Parti.Oran.MHP","Oy.IYI","Parti.Oran.IYI","Oy.HDP","Parti.Oran.HDP"
"SIIRT","Sirvan",11,2377,2096,1965,0.881783761043332,0.9375,847,0.431043256997455,5,0.00254452926208651,0,0,0,0,0,0,34,0.0173027989821883,1028,0.523155216284987,0,0,0,0,0,0,18,0.00916030534351145,33,0.016793893129771,0,0
"SIIRT","Tillo",5,1504,1327,1289,0.882313829787234,0.971363978899774,3,0.00232738557020946,11,0.00853374709076804,0,0,0,0,0,0,0,0,697,0.540729247478666,0,0,0,0,563,0.43677269200931,8,0.00620636152055857,7,0.00543056633048875,0,0
"SINOP","Ayancik",32,9201,7648,7377,0.831213998478426,0.96456589958159,48,0.00650671004473363,14,0.00189779042971398,0,0,0,0,0,0,4044,0.548190321268809,2681,0.363426867290226,0,0,30,0.00406669377795852,0,0,560,0.075911617188559,0,0,0,0
"SINOP","Boyabat",60,19365,16360,15539,0.844823134521043,0.94981662591687,103,0.00662848317137525,34,0.00218804298860931,0,0,0,0,0,0,0,0,7953,0.511808996717936,0,0,51,0.00328206448291396,0,0,1144,0.0736212111461484,6254,0.402471201493018,0,0
"SINOP","Duragan",19,5253,4622,4370,0.879878164858176,0.945478147987884,23,0.00526315789473684,5,0.0011441647597254,0,0,0,0,0,0,136,0.0311212814645309,2045,0.467963386727689,0,0,4,0.00091533180778032,0,0,2022,0.462700228832952,135,0.0308924485125858,0,0
"SINOP","Erfelek",9,2692,2273,2181,0.844353640416048,0.959524857017158,9,0.00412654745529574,14,0.00641907381934892,0,0,0,0,0,0,1010,0.463090325538744,1075,0.492893168271435,0,0,9,0.00412654745529574,43,0.0197157267308574,21,0.00962861072902338,0,0,0,0
"SINOP","Gerze",40,12087,10092,9638,0.834946636882601,0.955013872374158,103,0.0106868644947084,15,0.00155633948952065,0,0,0,0,0,0,4339,0.450197136335339,4715,0.489209379539324,0,0,0,0,0,0,231,0.023967628138618,235,0.0243826520024901,0,0
"SINOP","Merkez",113,36386,30520,29330,0.838784147749134,0.961009174311927,306,0.0104330037504262,57,0.00194340265939311,38,0.00129560177292874,43,0.00146607569041937,0,0,16609,0.566280259120355,11877,0.404943743607228,61,0.00207978179338561,59,0.00201159222638936,280,0.00954653937947494,0,0,0,0,0,0
"SINOP","Türkeli",15,4483,3912,3796,0.872629935311175,0.970347648261759,26,0.00684931506849315,5,0.00131717597471022,0,0,0,0,0,0,0,0,2318,0.610642781875659,0,0,37,0.00974710221285564,4,0.00105374077976818,1406,0.370389884088514,0,0,0,0
"SINOP","Dikmen",5,1018,909,839,0.892927308447937,0.922992299229923,5,0.00595947556615018,4,0.00476758045292014,0,0,0,0,0,0,367,0.437425506555423,454,0.541120381406436,0,0,0,0,0,0,9,0.0107270560190703,0,0,0,0
"SINOP","Saraydüzü",3,973,890,841,0.91469681397739,0.944943820224719,4,0.00475624256837099,0,0,0,0,0,0,0,0,0,0,441,0.524375743162901,0,0,0,0,0,0,377,0.448275862068966,19,0.0225921521997622,0,0
"SIVAS","Divrigi",36,7959,7064,6777,0.887548687020983,0.959371460928652,28,0.00413162166150214,18,0.00265604249667995,0,0,0,0,0,0,3345,0.493581230633023,3290,0.485465545226501,0,0,0,0,96,0.0141655599822931,0,0,0,0,0,0
"SIVAS","Gemerek",30,8031,7046,6774,0.877350267712614,0.961396537042294,20,0.00295246530853262,24,0.00354295837023915,0,0,0,0,1510,0.222911130794213,0,0,2322,0.342781222320638,0,0,0,0,7,0.00103336285798642,2211,0.326395039858282,680,0.100383820490109,0,0
"SIVAS","Gürün",32,7983,6806,6561,0.852561693598898,0.964002350866882,73,0.0111263526901387,22,0.0033531473860692,0,0,0,0,0,0,0,0,2914,0.444139612863893,0,0,0,0,0,0,3552,0.541380887059899,0,0,0,0
"SIVAS","Hafik",9,1965,1804,1720,0.918066157760814,0.953436807095344,31,0.0180232558139535,4,0.00232558139534884,0,0,0,0,0,0,0,0,767,0.44593023255814,0,0,0,0,0,0,918,0.533720930232558,0,0,0,0
"SIVAS","Imranli",12,2550,2158,2096,0.846274509803922,0.97126969416126,4,0.00190839694656489,7,0.00333969465648855,0,0,0,0,0,0,817,0.389790076335878,809,0.385973282442748,0,0,0,0,0,0,459,0.218988549618321,0,0,0,0
"SIVAS","Kangal",23,6381,5594,5388,0.876665099514183,0.963174830175188,21,0.00389755011135857,20,0.00371195248700817,0,0,0,0,2586,0.479955456570156,142,0.026354862657758,1927,0.357646622123237,0,0,0,0,0,0,692,0.128433556050483,0,0,0,0
"SIVAS","Koyulhisar",13,3156,2645,2448,0.83808618504436,0.925519848771267,47,0.0191993464052288,34,0.0138888888888889,0,0,0,0,0,0,0,0,986,0.402777777777778,0,0,0,0,0,0,1381,0.564133986928105,0,0,0,0
"SIVAS","Merkez",699,229430,194541,189036,0.847931831059582,0.971702623097445,2806,0.0148437334687573,285,0.00150764933663429,117,0.00061892972767092,150,0.000793499650860154,68900,0.364480839628431,14528,0.0768530861846421,93284,0.493472142872257,0,0,53,0.000280369876637254,0,0,8913,0.0471497492541103,0,0,0,0
"SIVAS","Susehri",35,10017,8381,8102,0.836677647998403,0.966710416418089,161,0.0198716366329301,12,0.00148111577388299,0,0,0,0,669,0.0825722043939768,0,0,3841,0.474080473957048,0,0,0,0,0,0,3153,0.389163169587756,266,0.0328313996544063,0,0
"SIVAS","Sarkisla",52,15865,13268,12857,0.836306334699023,0.969023213747362,102,0.00793342148246092,33,0.00256669518550206,0,0,0,0,5002,0.389048767208525,707,0.054989499883332,6133,0.477016411293459,0,0,0,0,0,0,411,0.0319670218557984,469,0.0364781830909232,0,0
"SIVAS","Yildizeli",19,4806,3878,3759,0.806908031627133,0.969314079422383,56,0.0148975791433892,3,0.000798084596967279,0,0,0,0,460,0.122372971534983,305,0.0811386006916733,2275,0.605214152700186,0,0,0,0,4,0.00106411279595637,656,0.174514498536845,0,0,0,0
"SIVAS","Zara",29,8136,6897,6678,0.847713864306785,0.968247063940844,16,0.00239592692422881,4,0.000598981731057203,0,0,0,0,0,0,1285,0.192422881102126,2423,0.362833183587901,0,0,0,0,0,0,2950,0.441749026654687,0,0,0,0
"SIVAS","Akincilar",10,2027,1737,1678,0.856931425752343,0.966033390903857,10,0.00595947556615018,15,0.00893921334922527,0,0,0,0,0,0,578,0.34445768772348,735,0.438021454112038,0,0,0,0,44,0.0262216924910608,296,0.176400476758045,0,0,0,0
"SIVAS","Altinyayla",13,3120,2897,2808,0.928525641025641,0.969278564031757,19,0.00676638176638177,11,0.00391737891737892,0,0,0,0,0,0,39,0.0138888888888889,1449,0.516025641025641,0,0,0,0,0,0,1290,0.459401709401709,0,0,0,0
"SIVAS","Dogansar",7,1194,1003,967,0.840033500837521,0.964107676969093,6,0.0062047569803516,17,0.0175801447776629,0,0,0,0,29,0.0299896587383661,0,0,227,0.234746639089969,0,0,0,0,275,0.284384694932782,399,0.412616339193382,14,0.0144777662874871,0,0
"SIVAS","Gölova",5,975,822,778,0.843076923076923,0.94647201946472,5,0.006426735218509,7,0.0089974293059126,0,0,0,0,0,0,0,0,253,0.325192802056555,0,0,0,0,8,0.0102827763496144,505,0.649100257069409,0,0,0,0
"SIVAS","Ulas",9,2581,2357,2283,0.913211933359163,0.968604157827747,11,0.00481822163819536,2,0.000876040297853701,0,0,0,0,153,0.0670170827858081,685,0.300043802014893,702,0.307490144546649,0,0,0,0,0,0,730,0.319754708716601,0,0,0,0
"TEKIRDAG","Çerkezköy",330,112048,95105,92728,0.848788019420249,0.975006571683928,555,0.00598524717453196,58,0.000625485290311449,0,0,0,0,1052,0.0113450090587525,46545,0.501951945474937,41400,0.446467086532655,0,0,366,0.00394702786644811,0,0,0,0,0,0,2752,0.0296781986023639
"TEKIRDAG","Çorlu",562,188815,156546,152671,0.829097264518179,0.975246892287251,1240,0.00812204020409901,186,0.00121830603061485,352,0.00230561141277649,240,0.00157200778143852,1658,0.0108599537567711,77657,0.508655867846546,60743,0.397868619449666,0,0,0,0,0,0,0,0,7056,0.0462170287742924,3539,0.0231805647437955
"TEKIRDAG","Hayrabolu",100,25821,23420,22697,0.907013671042949,0.969128949615713,60,0.0026435211701987,17,0.000748997664889633,0,0,0,0,58,0.00255540379785875,11022,0.485614838965502,11170,0.492135524518659,370,0.016301713882892,0,0,0,0,0,0,0,0,0,0
"TEKIRDAG","Malkara",164,42211,38417,37040,0.910118215630997,0.964156493219148,356,0.00961123110151188,55,0.00148488120950324,0,0,0,0,168,0.00453563714902808,18500,0.499460043196544,17684,0.477429805615551,0,0,191,0.00515658747300216,86,0.00232181425485961,0,0,0,0,0,0
"TEKIRDAG","Muratli",75,22005,19450,18787,0.883890024994319,0.965912596401028,193,0.0102730611593123,35,0.00186299036567839,0,0,0,0,0,0,8904,0.473944749028584,0,0,153,0.0081439293128227,0,0,0,0,8132,0.432852504391334,1370,0.0729227657422686,0,0
"TEKIRDAG","Saray",123,38051,33642,32479,0.884129195027726,0.96543011711551,361,0.0111148742264232,51,0.00157024538932849,0,0,110,0.00338680378090458,143,0.00440284491517596,18743,0.57708057514086,0,0,0,0,0,0,0,0,8127,0.250223221158287,4944,0.152221435389021,0,0
"TEKIRDAG","Sarköy",93,26502,21994,21286,0.829899630216587,0.967809402564336,139,0.00653011368974913,27,0.00126843934980739,0,0,0,0,93,0.00436906887155877,11126,0.522690970590999,9820,0.461336089448464,0,0,81,0.00380531804942216,0,0,0,0,0,0,0,0
"TEKIRDAG","Marmaraereglisi",64,20641,17607,17004,0.85301099752919,0.965752257624808,68,0.0039990590449306,7,0.000411667842860503,0,0,0,0,56,0.00329334274288403,6109,0.359268407433545,4467,0.262702893436838,0,0,6297,0.370324629498941,0,0,0,0,0,0,0,0
"TEKIRDAG","Süleymanpasa",471,147810,124795,121517,0.844293349570394,0.973732921992067,1243,0.0102290214537884,135,0.00111095566875417,0,0,203,0.00167054815375626,520,0.00427923665001605,57952,0.476904466041788,58966,0.48524897750932,500,0.00411465062501543,1034,0.00850909749253191,0,0,0,0,0,0,964,0.00793304640502975
"TEKIRDAG","Kapakli",237,79939,67761,65888,0.847658839865397,0.97235873142368,592,0.00898494414764449,81,0.00122935891209325,0,0,0,0,1012,0.0153593977659058,27094,0.411212967459932,35552,0.539582321515299,0,0,332,0.00503885381253035,0,0,0,0,0,0,1225,0.0185921563865954
"TEKIRDAG","Ergene",141,46598,40823,39376,0.876067642388085,0.964554295372707,200,0.00507923608289313,46,0.00116822429906542,0,0,57,0.00144758228362454,162,0.00411418122714344,18836,0.478362454286875,15866,0.402935798455912,0,0,3029,0.0769250304754165,121,0.00307293783015035,0,0,0,0,1059,0.0268945550589191
"TOKAT","Almus",12,3558,3081,2976,0.865935919055649,0.965920155793573,7,0.00235215053763441,2,0.000672043010752688,4,0.00134408602150538,0,0,0,0,0,0,1310,0.440188172043011,0,0,0,0,0,0,1617,0.543346774193548,36,0.0120967741935484,0,0
"TOKAT","Artova",11,2968,2778,2703,0.935983827493261,0.973002159827214,15,0.00554938956714761,1,0.000369959304476508,0,0,0,0,0,0,0,0,1356,0.501664816870144,0,0,0,0,0,0,1294,0.478727339992601,37,0.0136884942656308,0,0
"TOKAT","Erbaa",144,45610,40270,38821,0.882920412190309,0.964017879314626,408,0.0105097756368976,54,0.00139099971664821,0,0,0,0,0,0,0,0,14800,0.381236959377656,0,0,0,0,0,0,20427,0.526184281703202,3132,0.0806779835655959,0,0
"TOKAT","Niksar",81,24062,20420,19455,0.848641010722301,0.952742409402547,143,0.0073502955538422,23,0.00118221536879979,0,0,0,0,0,0,0,0,8237,0.423387304034952,0,0,0,0,23,0.00118221536879979,5232,0.268928296067849,5797,0.297969673605757,0,0
"TOKAT","Resadiye",22,6459,5626,5402,0.871032667595603,0.960184856025595,26,0.00481303221029248,20,0.00370233246945576,0,0,0,0,1597,0.295631247686042,906,0.167715660866346,1672,0.309514994446501,0,0,0,0,0,0,1181,0.218622732321362,0,0,0,0
"TOKAT","Merkez",311,100477,85466,83152,0.850602625476477,0.972924905810498,1740,0.0209255339619011,80,0.000962093515489706,163,0.00196026553781028,0,0,0,0,0,0,40581,0.488033961901097,168,0.00202039638252838,111,0.00133490475274197,0,0,23297,0.280173657879546,17012,0.204589186068886,0,0
"TOKAT","Turhal",150,46375,40021,38893,0.862986522911051,0.971814797231453,344,0.00884477926619186,21,0.000539942920319852,0,0,0,0,0,0,12121,0.311649911295092,16495,0.424112308127427,0,0,0,0,0,0,5886,0.151338287095364,4026,0.103514771295606,0,0
"TOKAT","Zile",88,24276,20890,20206,0.860520678859779,0.967257060794639,133,0.00658220330594873,22,0.00108878550925468,0,0,0,0,0,0,7599,0.37607641294665,6388,0.316143719687222,0,0,0,0,0,0,6064,0.300108878550925,0,0,0,0
"TOKAT","Pazar",14,3741,3463,3368,0.925688318631382,0.972567138319376,11,0.00326603325415677,17,0.00504750593824228,0,0,0,0,1106,0.328384798099762,0,0,1499,0.445071258907363,0,0,0,0,0,0,705,0.209323040380048,30,0.00890736342042755,0,0
"TOKAT","Yesilyurt",14,3692,3344,3245,0.905742145178765,0.970394736842105,11,0.00338983050847458,4,0.0012326656394453,0,0,0,0,1147,0.35346687211094,0,0,474,0.146070878274268,0,0,0,0,0,0,1600,0.49306625577812,9,0.00277349768875193,0,0
"TOKAT","Basçiftlik",11,2983,2693,2587,0.902782433791485,0.960638692907538,16,0.00618477000386548,2,0.000773096250483185,0,0,0,0,0,0,0,0,1334,0.515655199072285,0,0,0,0,0,0,1235,0.477386934673367,0,0,0,0
"TOKAT","Sulusaray",11,3216,2961,2850,0.920708955223881,0.962512664640324,9,0.00315789473684211,9,0.00315789473684211,0,0,0,0,0,0,33,0.0115789473684211,1624,0.569824561403509,0,0,0,0,0,0,1175,0.412280701754386,0,0,0,0
"TRABZON","Akçaabat",338,89637,76678,72828,0.855428004060823,0.94979003103889,2176,0.0298786181139122,1080,0.0148294611962432,0,0,0,0,0,0,0,0,43757,0.600826605151865,0,0,0,0,818,0.0112319437578953,0,0,24997,0.343233371780085,0,0
"TRABZON","Arakli",152,37051,30245,29092,0.816307252165933,0.961877996363035,6276,0.215729410147119,212,0.00728722672899766,0,0,0,0,4538,0.155987900453733,0,0,15089,0.51866492506531,0,0,72,0.00247490719098034,250,0.00859342774645951,0,0,2655,0.0912622026674,0,0
"TRABZON","Arsin",96,26948,23942,23091,0.88845183316016,0.964455768106257,9188,0.397903945260058,43,0.00186219739292365,0,0,40,0.00173227664458014,135,0.00584643367545797,0,0,12974,0.561863929669568,0,0,0,0,0,0,0,0,711,0.030791217357412,0,0
"TRABZON","Çaykara",68,14025,11818,11065,0.842638146167558,0.936283635132848,267,0.0241301400813375,91,0.00822413014008134,0,0,36,0.00325350203343877,979,0.0884771802982377,1265,0.114324446452779,7257,0.655851784907366,0,0,0,0,277,0.0250338906461817,0,0,893,0.0807049254405784,0,0
"TRABZON","Maçka",106,22546,19744,18558,0.875720748691564,0.939931118314425,191,0.0102920573337644,49,0.00264037072960448,0,0,0,0,212,0.0114236447893092,7104,0.382799870675719,11002,0.592844056471603,0,0,0,0,0,0,0,0,0,0,0,0
"TRABZON","Of",140,33832,27882,26769,0.824131000236463,0.960081773187002,1077,0.0402331054578057,592,0.0221151331764354,0,0,0,0,290,0.010833426724943,1569,0.0586125742463297,15433,0.576525084986365,0,0,0,0,7808,0.291680675408121,0,0,0,0,0,0
"TRABZON","Sürmene",94,21116,17289,16328,0.818763023299867,0.944415524321823,1030,0.0630818226359628,174,0.010656540911318,0,0,0,0,4027,0.246631553160216,2186,0.133880450759432,8911,0.545749632533072,0,0,0,0,0,0,0,0,0,0,0,0
"TRABZON","Tonya",48,12260,10529,9726,0.858809135399674,0.923734447715832,247,0.0253958461854822,48,0.00493522516964837,0,0,0,0,0,0,3494,0.359243265473987,5937,0.610425663170882,0,0,0,0,0,0,0,0,0,0,0,0
"TRABZON","Vakfikebir",92,22166,19170,17392,0.864838040241812,0.907250912884716,533,0.030646274149034,140,0.00804967801287949,0,0,0,0,0,0,5535,0.3182497700092,11184,0.643054277828887,0,0,0,0,0,0,0,0,0,0,0,0
"TRABZON","Yomra",103,28001,23769,22420,0.848862540623549,0.943245403677058,284,0.0126672613737734,92,0.00410347903657449,0,0,109,0.00486173059768064,0,0,0,0,10184,0.454237288135593,0,0,0,0,0,0,0,0,11751,0.524130240856378,0,0
"TRABZON","Besikdüzü",69,17608,15359,14709,0.872273966378919,0.957679536428153,118,0.00802229927255422,64,0.00435107757155483,0,0,0,0,196,0.0133251750628867,8907,0.605547623903732,5424,0.368753824189272,0,0,0,0,0,0,0,0,0,0,0,0
"TRABZON","Salpazari",45,10667,9715,9233,0.910752788975345,0.950386001029336,124,0.0134300877287989,81,0.00877287988736055,0,0,0,0,0,0,0,0,0,0,34,0.00368244340950937,0,0,1929,0.208924509910105,5618,0.608469619841872,1447,0.156720459222355,0,0
"TRABZON","Çarsibasi",50,12880,11691,11008,0.907686335403727,0.941578992387306,159,0.0144440406976744,60,0.00545058139534884,0,0,0,0,0,0,0,0,0,0,0,0,68,0.00617732558139535,696,0.0632267441860465,5868,0.533066860465116,4157,0.377634447674419,0,0
"TRABZON","Dernekpazari",17,3835,3179,2987,0.828943937418514,0.93960364894621,274,0.0917308336123201,24,0.00803481754268497,0,0,0,0,6,0.00200870438567124,0,0,2156,0.721794442584533,0,0,0,0,288,0.0964178105122196,0,0,239,0.0800133913625711,0,0
"TRABZON","Düzköy",47,11396,10169,9751,0.892330642330642,0.958894679909529,96,0.00984514408778587,22,0.00225617885345093,0,0,0,0,0,0,3927,0.402727925340991,5706,0.585170751717773,0,0,0,0,0,0,0,0,0,0,0,0
"TRABZON","Hayrat",46,8966,7691,7377,0.857796118670533,0.959173059420101,0,0,188,0.0254846143418734,0,0,0,0,0,0,0,0,3321,0.450183001220008,0,0,0,0,3868,0.524332384438118,0,0,0,0,0,0
"TRABZON","Köprübasi",24,5212,4354,4178,0.835379892555641,0.95957740009187,392,0.0938247965533748,42,0.0100526567735759,0,0,0,0,1672,0.40019147917664,0,0,2062,0.493537577788416,0,0,0,0,10,0.00239348970799426,0,0,0,0,0,0
"TRABZON","Ortahisar",680,216766,173802,166708,0.801795484531707,0.959183438625562,5491,0.0329378314178084,769,0.0046128560117091,0,0,0,0,2420,0.0145163999328167,56836,0.340931449000648,98977,0.593714758739832,1682,0.0100894978045445,533,0.00319720709264103,0,0,0,0,0,0,0,0
"TUNCELI","Çemisgezek",11,2663,2369,2281,0.889598197521592,0.962853524693964,5,0.00219202104340202,5,0.00219202104340202,0,0,0,0,0,0,145,0.0635686102586585,1231,0.539675580885577,0,0,0,0,0,0,878,0.384918895221394,17,0.00745287154756686,0,0
"TUNCELI","Hozat",15,3710,2400,2344,0.646900269541779,0.976666666666667,3,0.00127986348122867,12,0.00511945392491468,435,0.185580204778157,0,0,0,0,993,0.423634812286689,617,0.263225255972696,0,0,0,0,180,0.0767918088737201,45,0.01919795221843,0,0,59,0.0251706484641638
"TUNCELI","Mazgirt",6,1330,1031,994,0.775187969924812,0.964112512124151,1,0.00100603621730382,2,0.00201207243460765,194,0.195171026156942,0,0,0,0,277,0.278672032193159,352,0.354124748490946,0,0,0,0,2,0.00201207243460765,0,0,44,0.0442655935613682,122,0.122736418511066
"TUNCELI","Nazimiye",8,1935,1114,1070,0.575710594315246,0.960502692998205,5,0.00467289719626168,26,0.0242990654205607,47,0.0439252336448598,0,0,0,0,489,0.457009345794393,161,0.150467289719626,0,0,0,0,243,0.227102803738318,62,0.0579439252336449,0,0,37,0.0345794392523364
"TUNCELI","Ovacik",21,4337,1975,1899,0.455383905925755,0.961518987341772,1,0.000526592943654555,5,0.00263296471827278,586,0.308583464981569,0,0,0,0,705,0.371248025276461,414,0.218009478672986,0,0,0,0,0,0,41,0.0215903106898368,0,0,147,0.0774091627172196
"TUNCELI","Pertek",20,5348,4395,4186,0.821802543006732,0.952445961319682,17,0.00406115623506928,30,0.00716674629718108,0,0,0,0,0,0,2340,0.559006211180124,1799,0.429765886287625,0,0,0,0,0,0,0,0,0,0,0,0
"TUNCELI","Pülümür",10,1648,1083,1033,0.657160194174757,0.953831948291782,2,0.00193610842207164,2,0.00193610842207164,118,0.114230396902227,7,0.00677637947725073,0,0,495,0.47918683446273,362,0.350435624394966,0,0,0,0,0,0,32,0.0309777347531462,0,0,15,0.0145208131655373
"TUNCELI","Merkez",76,22771,18343,17967,0.805542136928549,0.979501717276345,43,0.00239327656258697,53,0.00294985250737463,5887,0.327656258696499,24,0.0013357822674904,0,0,3699,0.205877441976958,2526,0.140591083653365,0,0,39,0.0021706461846719,0,0,627,0.0348973117381867,0,0,5069,0.282128346412868
"SANLIURFA","Akçakale",213,50642,44457,42940,0.877868172663007,0.965877139708032,16536,0.385095482068002,75,0.00174662319515603,0,0,0,0,148,0.00344666977177457,295,0.00687005123428039,23615,0.549953423381462,91,0.00211923614345598,0,0,0,0,0,0,2180,0.0507685142058687,0,0
"SANLIURFA","Birecik",208,54949,43400,40517,0.789823290687729,0.933571428571429,4900,0.120936890687859,166,0.00409704568452748,0,0,0,0,168,0.00414640768072661,1002,0.0247303600957623,17989,0.443986474813041,0,0,0,0,189,0.00466470864081743,0,0,583,0.0143890218920453,15520,0.38304909050522
"SANLIURFA","Bozova",155,35503,29594,27649,0.833563360842746,0.934277218355072,1532,0.0554088755470361,67,0.00242323411334949,0,0,0,0,92,0.00332742594668885,625,0.022604795833484,14100,0.5099641940034,0,0,0,0,0,0,0,0,401,0.0145032370067634,10832,0.391768237549278
"SANLIURFA","Ceylanpinar",164,47562,41082,38811,0.863756780623187,0.944720315466628,592,0.0152534075390997,49,0.00126252866455386,0,0,0,0,82,0.00211280307129422,280,0.00721444951173636,16633,0.428564066888253,11031,0.284223544871299,0,0,0,0,0,0,279,0.00718868362062302,9865,0.25418051583314
"SANLIURFA","Halfeti",110,27030,22048,20341,0.815686274509804,0.92257801161103,685,0.0336758271471412,68,0.00334300181898628,0,0,0,0,0,0,531,0.0261049112629664,11172,0.549235534142864,0,0,0,0,0,0,0,0,245,0.0120446389066418,7640,0.3755960867214
"SANLIURFA","Hilvan",123,26281,22015,20882,0.837677409535406,0.94853508971156,3450,0.165214059955943,76,0.0036394981323628,0,0,0,0,111,0.00531558279858251,0,0,10314,0.493918207068288,0,0,0,0,0,0,0,0,0,0,6931,0.331912652044823
"SANLIURFA","Siverek",501,138592,110047,105108,0.794035730778111,0.955119176351922,0,0,573,0.00545153556342048,0,0,0,0,642,0.00610800319671195,27780,0.264299577577349,48206,0.458633025078966,0,0,0,0,0,0,0,0,0,0,27907,0.265507858583552
"SANLIURFA","Suruç",225,59229,46831,43407,0.790676864373871,0.926886037026756,1359,0.0313083143271823,73,0.00168175639873753,0,0,0,0,109,0.00251111571866289,697,0.0160573179441104,15059,0.346925611076554,0,0,0,0,0,0,0,0,343,0.00790195129817771,25767,0.593613933236575
"SANLIURFA","Viransehir",394,102323,85376,78769,0.834377412702911,0.922612912293853,2620,0.0332618161967271,183,0.00232324899389354,0,0,0,0,321,0.00407520725158375,934,0.0118574566136424,37330,0.473917404054895,0,0,0,0,0,0,0,0,808,0.0102578425522731,36573,0.464307024336985
"SANLIURFA","Harran",170,38723,36050,35187,0.930971257392248,0.976061026352289,148,0.00420609884332282,15,0.000426293801688123,0,0,0,0,37,0.0010515247108307,215,0.00611021115752977,0,0,15456,0.439253133259442,0,0,0,0,19316,0.548952738227186,0,0,0,0
"SANLIURFA","Eyyübiye",619,188508,151863,143517,0.805605067158953,0.94504257126489,34351,0.239351435718417,557,0.00388107332232418,0,0,298,0.00207640906652174,1038,0.00723259265452873,0,0,104857,0.730624246604932,0,0,0,0,317,0.00220879756405165,0,0,2099,0.0146254450692252,0,0
"SANLIURFA","Haliliye",699,208590,165933,159389,0.795498346037682,0.960562395665721,50007,0.313741851696165,539,0.00338166372836268,0,0,229,0.00143673653765316,843,0.00528894716699396,0,0,104365,0.65478169760774,719,0.00451097629071015,0,0,0,0,0,0,2687,0.0168581269723758,0,0
"SANLIURFA","Karaköprü",397,117350,92531,89393,0.788504473796336,0.96608704109974,35720,0.399583860033783,290,0.00324410188717237,0,0,0,0,663,0.00741668810756994,0,0,50644,0.566532055082613,0,0,0,0,712,0.00796482946091976,0,0,1364,0.0152584654279418,0,0
"USAK","Banaz",42,12147,10253,9665,0.84407672676381,0.942650931434702,63,0.00651836523538541,65,0.00672529746508019,21,0.00217278841179514,0,0,0,0,3433,0.355199172271081,5735,0.593378168649767,0,0,15,0.00155199172271081,0,0,0,0,333,0.03445421624418,0,0
"USAK","Esme",36,11298,9940,9395,0.879801734820322,0.945171026156942,36,0.00383182543906333,28,0.00298030867482704,0,0,0,0,0,0,4369,0.465034592868547,4962,0.528153273017563,0,0,0,0,0,0,0,0,0,0,0,0
"USAK","Karahalli",17,4718,4099,3823,0.868800339126749,0.932666504025372,56,0.014648182055977,10,0.00261574679571018,0,0,0,0,0,0,1376,0.35992675908972,2264,0.592205074548784,0,0,7,0.00183102275699712,0,0,110,0.0287732147528119,0,0,0,0
"USAK","Sivasli",18,5381,5034,4806,0.935513845010221,0.954707985697259,6,0.00124843945068664,6,0.00124843945068664,0,0,0,0,0,0,2464,0.512692467748648,2214,0.460674157303371,0,0,6,0.00124843945068664,0,0,0,0,110,0.0228880565959218,0,0
"USAK","Ulubey",21,5216,4811,4608,0.922354294478528,0.957805030139264,9,0.001953125,8,0.00173611111111111,0,0,0,0,0,0,2097,0.455078125,2374,0.515190972222222,0,0,4,0.000868055555555556,0,0,116,0.0251736111111111,0,0,0,0
"USAK","Merkez",474,155998,134324,130226,0.861062321311812,0.969491676841071,1605,0.0123247277809347,174,0.00133613871269946,123,0.000944511848632378,133,0.001021301429822,0,0,13528,0.103880945433324,50934,0.391120052831232,258,0.0019811711946923,284,0.00218082410578533,0,0,14015,0.107620598037258,49172,0.37758972862562,0,0
"VAN","Baskale",123,28720,21887,20539,0.76208217270195,0.938410928861881,86,0.00418715614197381,39,0.00189882662252301,0,0,0,0,0,0,711,0.0346170699644579,4403,0.214372656896636,0,0,0,0,0,0,0,0,241,0.0117337747699499,15059,0.73319051560446
"VAN","Çatak",54,12766,11072,10313,0.867303775654081,0.931448699421965,132,0.0127993794240279,34,0.00329680985164356,0,0,0,0,0,0,185,0.0179385241927664,5577,0.54077378066518,0,0,0,0,0,0,0,0,0,0,4385,0.425191505866382
"VAN","Ercis",342,98800,76683,71648,0.776143724696356,0.934340075375246,1385,0.0193306163465833,231,0.00322409557838321,0,0,0,0,0,0,1327,0.0185211031710585,33086,0.461785395265744,0,0,0,0,0,0,0,0,0,0,35619,0.497138789638231
"VAN","Gevas",73,18865,15593,14509,0.826557116353035,0.930481626370807,516,0.0355641326073472,28,0.00192983665311186,0,0,0,0,0,0,192,0.0132331656213385,7223,0.497828933765249,0,0,0,0,0,0,0,0,139,0.00958026052794817,6411,0.441863670825005
"VAN","Gürpinar",107,21826,18313,16722,0.839045175478787,0.913121826025228,147,0.0087908144958737,44,0.00263126420284655,0,0,0,0,0,0,288,0.0172228202368138,8913,0.533010405453893,0,0,0,0,0,0,0,0,204,0.0121994976677431,7126,0.42614519794283
